video_frame,label,left,width,top,height
58106_002918_Sideline_95,Helmet,748,14,206,14
58106_002918_Sideline_95,Helmet,752,16,247,14
58106_002918_Sideline_95,Helmet,765,16,424,17
58106_002918_Sideline_95,Helmet,775,12,198,14
58106_002918_Sideline_95,Helmet,779,10,229,10
58106_002918_Sideline_95,Helmet,791,10,205,10
58106_002918_Sideline_95,Helmet,793,13,225,14
58106_002918_Sideline_95,Helmet,804,12,204,13
58106_002918_Sideline_95,Helmet,811,13,238,17
58106_002918_Sideline_95,Helmet,811,14,166,9
58106_002918_Sideline_95,Helmet,829,12,164,10
58106_002918_Sideline_95,Helmet,863,17,445,16
58106_002918_Sideline_95,Helmet,869,10,258,9
58106_002918_Sideline_95,Helmet,881,13,238,15
58106_002918_Sideline_95,Helmet,908,11,244,17
58106_002918_Sideline_95,Helmet,924,15,277,12
58106_002918_Sideline_95,Helmet,959,16,384,17
58106_002918_Sideline_95,Helmet,978,12,193,14
58106_002918_Sideline_95,Helmet,1034,14,193,13
58106_002918_Sideline_96,Helmet,55,16,345,15
58106_002918_Sideline_96,Helmet,560,12,150,11
58106_002918_Sideline_96,Helmet,641,16,440,16
58106_002918_Sideline_96,Helmet,751,14,205,14
58106_002918_Sideline_96,Helmet,754,14,247,14
58106_002918_Sideline_96,Helmet,766,16,425,17
58106_002918_Sideline_96,Helmet,775,12,198,14
58106_002918_Sideline_96,Helmet,778,10,230,10
58106_002918_Sideline_96,Helmet,792,10,206,10
58106_002918_Sideline_96,Helmet,794,12,226,14
58106_002918_Sideline_96,Helmet,805,12,204,13
58106_002918_Sideline_96,Helmet,812,13,239,17
58106_002918_Sideline_96,Helmet,813,14,167,9
58106_002918_Sideline_96,Helmet,831,12,165,10
58106_002918_Sideline_96,Helmet,863,15,446,17
58106_002918_Sideline_96,Helmet,869,11,258,10
58106_002918_Sideline_96,Helmet,882,12,239,15
58106_002918_Sideline_96,Helmet,909,10,244,17
58106_002918_Sideline_96,Helmet,926,14,277,12
58106_002918_Sideline_96,Helmet,959,14,384,17
58106_002918_Sideline_96,Helmet,976,12,194,13
58106_002918_Sideline_96,Helmet,1037,14,193,14
58106_002918_Sideline_97,Helmet,54,16,345,15
58106_002918_Sideline_97,Helmet,561,12,152,11
58106_002918_Sideline_97,Helmet,641,16,439,17
58106_002918_Sideline_97,Helmet,754,14,207,14
58106_002918_Sideline_97,Helmet,757,14,247,14
58106_002918_Sideline_97,Helmet,767,16,425,18
58106_002918_Sideline_97,Helmet,775,12,200,14
58106_002918_Sideline_97,Helmet,778,10,231,10
58106_002918_Sideline_97,Helmet,792,11,206,10
58106_002918_Sideline_97,Helmet,794,12,226,14
58106_002918_Sideline_97,Helmet,806,12,205,13
58106_002918_Sideline_97,Helmet,813,13,238,17
58106_002918_Sideline_97,Helmet,815,14,168,9
58106_002918_Sideline_97,Helmet,834,12,166,10
58106_002918_Sideline_97,Helmet,862,15,447,17
58106_002918_Sideline_97,Helmet,868,11,258,10
58106_002918_Sideline_97,Helmet,883,12,240,15
58106_002918_Sideline_97,Helmet,909,10,244,17
58106_002918_Sideline_97,Helmet,927,14,277,12
58106_002918_Sideline_97,Helmet,954,16,384,17
58106_002918_Sideline_97,Helmet,975,12,194,13
58106_002918_Sideline_97,Helmet,1040,15,194,13
58106_002918_Sideline_98,Helmet,54,16,345,15
58106_002918_Sideline_98,Helmet,566,10,152,11
58106_002918_Sideline_98,Helmet,641,16,438,17
58106_002918_Sideline_98,Helmet,758,14,207,14
58106_002918_Sideline_98,Helmet,759,13,247,15
58106_002918_Sideline_98,Helmet,768,16,426,18
58106_002918_Sideline_98,Helmet,776,12,201,14
58106_002918_Sideline_98,Helmet,780,10,232,10
58106_002918_Sideline_98,Helmet,792,11,208,10
58106_002918_Sideline_98,Helmet,794,12,227,14
58106_002918_Sideline_98,Helmet,806,12,205,13
58106_002918_Sideline_98,Helmet,813,13,239,14
58106_002918_Sideline_98,Helmet,816,15,169,11
58106_002918_Sideline_98,Helmet,837,12,167,10
58106_002918_Sideline_98,Helmet,861,15,448,19
58106_002918_Sideline_98,Helmet,869,12,258,10
58106_002918_Sideline_98,Helmet,884,12,242,15
58106_002918_Sideline_98,Helmet,909,11,245,16
58106_002918_Sideline_98,Helmet,928,15,277,12
58106_002918_Sideline_98,Helmet,953,15,384,16
58106_002918_Sideline_98,Helmet,972,12,195,13
58106_002918_Sideline_98,Helmet,1044,14,194,13
58106_002918_Sideline_99,Helmet,54,15,345,15
58106_002918_Sideline_99,Helmet,567,10,155,10
58106_002918_Sideline_99,Helmet,642,16,437,17
58106_002918_Sideline_99,Helmet,760,14,207,14
58106_002918_Sideline_99,Helmet,760,14,248,14
58106_002918_Sideline_99,Helmet,769,17,427,18
58106_002918_Sideline_99,Helmet,776,12,201,14
58106_002918_Sideline_99,Helmet,780,9,232,9
58106_002918_Sideline_99,Helmet,793,11,208,11
58106_002918_Sideline_99,Helmet,795,12,226,14
58106_002918_Sideline_99,Helmet,806,12,207,13
58106_002918_Sideline_99,Helmet,814,13,238,14
58106_002918_Sideline_99,Helmet,817,14,170,10
58106_002918_Sideline_99,Helmet,839,11,169,10
58106_002918_Sideline_99,Helmet,859,16,448,18
58106_002918_Sideline_99,Helmet,869,11,258,10
58106_002918_Sideline_99,Helmet,884,12,243,14
58106_002918_Sideline_99,Helmet,909,11,245,16
58106_002918_Sideline_99,Helmet,929,15,278,12
58106_002918_Sideline_99,Helmet,951,15,384,16
58106_002918_Sideline_99,Helmet,970,13,196,13
58106_002918_Sideline_99,Helmet,1048,14,194,13
58106_002918_Sideline_100,Helmet,53,16,345,16
58106_002918_Sideline_100,Helmet,570,10,157,9
58106_002918_Sideline_100,Helmet,642,16,436,17
58106_002918_Sideline_100,Helmet,760,15,248,15
58106_002918_Sideline_100,Helmet,764,14,207,14
58106_002918_Sideline_100,Helmet,770,17,428,18
58106_002918_Sideline_100,Helmet,776,11,202,14
58106_002918_Sideline_100,Helmet,781,8,232,9
58106_002918_Sideline_100,Helmet,794,10,208,11
58106_002918_Sideline_100,Helmet,795,12,227,14
58106_002918_Sideline_100,Helmet,807,12,207,13
58106_002918_Sideline_100,Helmet,814,13,238,14
58106_002918_Sideline_100,Helmet,819,13,171,10
58106_002918_Sideline_100,Helmet,840,13,170,12
58106_002918_Sideline_100,Helmet,857,17,450,17
58106_002918_Sideline_100,Helmet,869,11,259,10
58106_002918_Sideline_100,Helmet,884,12,244,14
58106_002918_Sideline_100,Helmet,909,11,245,16
58106_002918_Sideline_100,Helmet,930,15,277,12
58106_002918_Sideline_100,Helmet,949,15,384,14
58106_002918_Sideline_100,Helmet,967,13,196,13
58106_002918_Sideline_100,Helmet,1051,14,195,12
58106_002918_Sideline_101,Helmet,52,16,345,16
58106_002918_Sideline_101,Helmet,575,10,156,9
58106_002918_Sideline_101,Helmet,642,16,436,17
58106_002918_Sideline_101,Helmet,762,14,249,14
58106_002918_Sideline_101,Helmet,767,14,207,14
58106_002918_Sideline_101,Helmet,771,16,430,18
58106_002918_Sideline_101,Helmet,777,11,201,14
58106_002918_Sideline_101,Helmet,781,8,233,10
58106_002918_Sideline_101,Helmet,793,12,209,10
58106_002918_Sideline_101,Helmet,795,12,227,14
58106_002918_Sideline_101,Helmet,807,12,208,13
58106_002918_Sideline_101,Helmet,811,14,239,14
58106_002918_Sideline_101,Helmet,820,14,171,10
58106_002918_Sideline_101,Helmet,841,13,172,12
58106_002918_Sideline_101,Helmet,857,15,450,19
58106_002918_Sideline_101,Helmet,869,11,258,11
58106_002918_Sideline_101,Helmet,884,12,244,14
58106_002918_Sideline_101,Helmet,909,11,246,16
58106_002918_Sideline_101,Helmet,931,14,278,12
58106_002918_Sideline_101,Helmet,946,15,383,15
58106_002918_Sideline_101,Helmet,966,13,197,14
58106_002918_Sideline_101,Helmet,1054,15,195,12
58106_002918_Sideline_102,Helmet,51,17,345,16
58106_002918_Sideline_102,Helmet,577,11,157,8
58106_002918_Sideline_102,Helmet,642,16,433,18
58106_002918_Sideline_102,Helmet,762,14,250,14
58106_002918_Sideline_102,Helmet,770,14,209,13
58106_002918_Sideline_102,Helmet,774,15,431,17
58106_002918_Sideline_102,Helmet,777,11,202,14
58106_002918_Sideline_102,Helmet,781,10,233,11
58106_002918_Sideline_102,Helmet,793,12,210,10
58106_002918_Sideline_102,Helmet,794,12,227,14
58106_002918_Sideline_102,Helmet,808,12,209,13
58106_002918_Sideline_102,Helmet,809,14,239,14
58106_002918_Sideline_102,Helmet,821,15,171,13
58106_002918_Sideline_102,Helmet,844,13,174,12
58106_002918_Sideline_102,Helmet,856,15,452,18
58106_002918_Sideline_102,Helmet,869,11,258,11
58106_002918_Sideline_102,Helmet,884,12,245,13
58106_002918_Sideline_102,Helmet,909,11,246,16
58106_002918_Sideline_102,Helmet,931,14,278,12
58106_002918_Sideline_102,Helmet,944,14,383,14
58106_002918_Sideline_102,Helmet,964,13,198,14
58106_002918_Sideline_102,Helmet,1057,15,194,13
58106_002918_Sideline_103,Helmet,51,16,345,17
58106_002918_Sideline_103,Helmet,582,10,158,8
58106_002918_Sideline_103,Helmet,642,16,433,17
58106_002918_Sideline_103,Helmet,762,15,250,14
58106_002918_Sideline_103,Helmet,771,14,211,12
58106_002918_Sideline_103,Helmet,773,16,433,17
58106_002918_Sideline_103,Helmet,780,11,201,13
58106_002918_Sideline_103,Helmet,780,12,233,12
58106_002918_Sideline_103,Helmet,793,13,211,11
58106_002918_Sideline_103,Helmet,795,12,228,14
58106_002918_Sideline_103,Helmet,808,14,239,14
58106_002918_Sideline_103,Helmet,809,12,210,13
58106_002918_Sideline_103,Helmet,822,15,172,15
58106_002918_Sideline_103,Helmet,846,13,175,12
58106_002918_Sideline_103,Helmet,855,15,453,18
58106_002918_Sideline_103,Helmet,869,11,258,11
58106_002918_Sideline_103,Helmet,885,12,247,12
58106_002918_Sideline_103,Helmet,909,11,247,16
58106_002918_Sideline_103,Helmet,932,13,278,13
58106_002918_Sideline_103,Helmet,943,12,383,14
58106_002918_Sideline_103,Helmet,962,13,199,13
58106_002918_Sideline_103,Helmet,1061,15,194,13
58106_002918_Sideline_104,Helmet,50,16,346,17
58106_002918_Sideline_104,Helmet,584,12,157,10
58106_002918_Sideline_104,Helmet,643,16,432,17
58106_002918_Sideline_104,Helmet,763,15,251,14
58106_002918_Sideline_104,Helmet,774,15,211,12
58106_002918_Sideline_104,Helmet,774,15,435,17
58106_002918_Sideline_104,Helmet,781,10,233,12
58106_002918_Sideline_104,Helmet,782,10,199,13
58106_002918_Sideline_104,Helmet,793,13,212,10
58106_002918_Sideline_104,Helmet,795,12,229,14
58106_002918_Sideline_104,Helmet,807,13,239,15
58106_002918_Sideline_104,Helmet,810,12,211,13
58106_002918_Sideline_104,Helmet,822,15,173,14
58106_002918_Sideline_104,Helmet,847,13,176,12
58106_002918_Sideline_104,Helmet,853,15,454,15
58106_002918_Sideline_104,Helmet,869,11,258,11
58106_002918_Sideline_104,Helmet,884,12,248,11
58106_002918_Sideline_104,Helmet,909,11,247,16
58106_002918_Sideline_104,Helmet,932,13,279,12
58106_002918_Sideline_104,Helmet,936,17,383,14
58106_002918_Sideline_104,Helmet,960,13,199,13
58106_002918_Sideline_104,Helmet,1064,15,194,13
58106_002918_Sideline_105,Helmet,49,16,346,17
58106_002918_Sideline_105,Helmet,589,11,158,10
58106_002918_Sideline_105,Helmet,643,16,431,17
58106_002918_Sideline_105,Helmet,764,15,252,14
58106_002918_Sideline_105,Helmet,774,15,436,18
58106_002918_Sideline_105,Helmet,776,15,211,12
58106_002918_Sideline_105,Helmet,781,10,235,10
58106_002918_Sideline_105,Helmet,782,11,200,11
58106_002918_Sideline_105,Helmet,793,13,212,11
58106_002918_Sideline_105,Helmet,795,12,230,13
58106_002918_Sideline_105,Helmet,805,13,239,15
58106_002918_Sideline_105,Helmet,811,12,212,13
58106_002918_Sideline_105,Helmet,822,15,174,14
58106_002918_Sideline_105,Helmet,848,13,177,12
58106_002918_Sideline_105,Helmet,852,15,455,16
58106_002918_Sideline_105,Helmet,869,11,258,11
58106_002918_Sideline_105,Helmet,885,12,247,12
58106_002918_Sideline_105,Helmet,909,11,247,16
58106_002918_Sideline_105,Helmet,932,14,279,12
58106_002918_Sideline_105,Helmet,933,17,382,15
58106_002918_Sideline_105,Helmet,959,13,200,13
58106_002918_Sideline_105,Helmet,1068,15,194,13
58106_002918_Sideline_106,Helmet,49,15,346,17
58106_002918_Sideline_106,Helmet,592,10,158,9
58106_002918_Sideline_106,Helmet,644,15,430,17
58106_002918_Sideline_106,Helmet,764,16,253,14
58106_002918_Sideline_106,Helmet,774,15,438,18
58106_002918_Sideline_106,Helmet,778,15,211,12
58106_002918_Sideline_106,Helmet,781,9,234,11
58106_002918_Sideline_106,Helmet,783,11,200,11
58106_002918_Sideline_106,Helmet,794,12,230,13
58106_002918_Sideline_106,Helmet,794,13,212,11
58106_002918_Sideline_106,Helmet,804,13,239,15
58106_002918_Sideline_106,Helmet,813,12,213,13
58106_002918_Sideline_106,Helmet,824,15,174,15
58106_002918_Sideline_106,Helmet,850,13,178,12
58106_002918_Sideline_106,Helmet,850,16,456,18
58106_002918_Sideline_106,Helmet,869,11,257,11
58106_002918_Sideline_106,Helmet,885,12,246,12
58106_002918_Sideline_106,Helmet,910,10,248,16
58106_002918_Sideline_106,Helmet,930,17,382,15
58106_002918_Sideline_106,Helmet,932,13,279,12
58106_002918_Sideline_106,Helmet,956,13,200,15
58106_002918_Sideline_106,Helmet,1071,15,194,13
58106_002918_Sideline_107,Helmet,49,15,346,17
58106_002918_Sideline_107,Helmet,597,10,157,9
58106_002918_Sideline_107,Helmet,645,15,429,17
58106_002918_Sideline_107,Helmet,765,16,254,14
58106_002918_Sideline_107,Helmet,774,15,439,20
58106_002918_Sideline_107,Helmet,781,10,234,10
58106_002918_Sideline_107,Helmet,781,13,212,10
58106_002918_Sideline_107,Helmet,784,11,200,11
58106_002918_Sideline_107,Helmet,795,12,231,13
58106_002918_Sideline_107,Helmet,795,13,213,10
58106_002918_Sideline_107,Helmet,804,13,240,15
58106_002918_Sideline_107,Helmet,813,12,213,13
58106_002918_Sideline_107,Helmet,825,15,175,15
58106_002918_Sideline_107,Helmet,849,15,457,18
58106_002918_Sideline_107,Helmet,851,12,179,12
58106_002918_Sideline_107,Helmet,869,12,256,11
58106_002918_Sideline_107,Helmet,885,12,245,12
58106_002918_Sideline_107,Helmet,910,11,249,16
58106_002918_Sideline_107,Helmet,928,16,382,15
58106_002918_Sideline_107,Helmet,932,14,279,12
58106_002918_Sideline_107,Helmet,954,13,201,14
58106_002918_Sideline_107,Helmet,1076,13,193,13
58106_002918_Sideline_108,Helmet,48,16,346,17
58106_002918_Sideline_108,Helmet,601,10,158,9
58106_002918_Sideline_108,Helmet,645,15,428,17
58106_002918_Sideline_108,Helmet,767,15,254,14
58106_002918_Sideline_108,Helmet,775,15,441,17
58106_002918_Sideline_108,Helmet,782,9,233,11
58106_002918_Sideline_108,Helmet,783,13,212,10
58106_002918_Sideline_108,Helmet,785,11,200,11
58106_002918_Sideline_108,Helmet,794,11,232,11
58106_002918_Sideline_108,Helmet,795,13,214,10
58106_002918_Sideline_108,Helmet,803,13,242,15
58106_002918_Sideline_108,Helmet,815,12,214,13
58106_002918_Sideline_108,Helmet,827,14,176,15
58106_002918_Sideline_108,Helmet,848,15,458,17
58106_002918_Sideline_108,Helmet,852,12,183,12
58106_002918_Sideline_108,Helmet,869,12,256,11
58106_002918_Sideline_108,Helmet,886,12,245,12
58106_002918_Sideline_108,Helmet,910,11,249,16
58106_002918_Sideline_108,Helmet,927,15,382,14
58106_002918_Sideline_108,Helmet,932,13,279,12
58106_002918_Sideline_108,Helmet,952,13,202,14
58106_002918_Sideline_108,Helmet,1079,14,193,13
58106_002918_Sideline_109,Helmet,48,16,346,17
58106_002918_Sideline_109,Helmet,604,10,160,9
58106_002918_Sideline_109,Helmet,646,15,427,16
58106_002918_Sideline_109,Helmet,767,15,254,14
58106_002918_Sideline_109,Helmet,774,15,443,20
58106_002918_Sideline_109,Helmet,782,9,233,12
58106_002918_Sideline_109,Helmet,786,11,200,11
58106_002918_Sideline_109,Helmet,787,8,213,10
58106_002918_Sideline_109,Helmet,794,11,232,11
58106_002918_Sideline_109,Helmet,796,12,214,10
58106_002918_Sideline_109,Helmet,803,13,242,15
58106_002918_Sideline_109,Helmet,816,13,215,12
58106_002918_Sideline_109,Helmet,827,15,176,15
58106_002918_Sideline_109,Helmet,847,15,459,16
58106_002918_Sideline_109,Helmet,852,12,182,12
58106_002918_Sideline_109,Helmet,870,12,256,11
58106_002918_Sideline_109,Helmet,886,12,244,12
58106_002918_Sideline_109,Helmet,911,10,250,16
58106_002918_Sideline_109,Helmet,923,16,381,14
58106_002918_Sideline_109,Helmet,931,13,279,12
58106_002918_Sideline_109,Helmet,950,13,202,14
58106_002918_Sideline_109,Helmet,1083,14,193,13
58106_002918_Sideline_110,Helmet,47,16,346,17
58106_002918_Sideline_110,Helmet,607,10,159,11
58106_002918_Sideline_110,Helmet,647,15,426,16
58106_002918_Sideline_110,Helmet,769,14,254,14
58106_002918_Sideline_110,Helmet,775,14,444,19
58106_002918_Sideline_110,Helmet,784,7,233,12
58106_002918_Sideline_110,Helmet,787,12,200,11
58106_002918_Sideline_110,Helmet,788,8,213,10
58106_002918_Sideline_110,Helmet,794,11,234,10
58106_002918_Sideline_110,Helmet,797,12,212,12
58106_002918_Sideline_110,Helmet,802,13,243,15
58106_002918_Sideline_110,Helmet,815,15,215,13
58106_002918_Sideline_110,Helmet,828,15,178,15
58106_002918_Sideline_110,Helmet,846,15,459,16
58106_002918_Sideline_110,Helmet,853,12,182,12
58106_002918_Sideline_110,Helmet,871,12,256,11
58106_002918_Sideline_110,Helmet,886,12,243,12
58106_002918_Sideline_110,Helmet,912,10,250,17
58106_002918_Sideline_110,Helmet,920,16,381,14
58106_002918_Sideline_110,Helmet,931,12,278,12
58106_002918_Sideline_110,Helmet,948,13,203,14
58106_002918_Sideline_110,Helmet,1088,12,193,13
58106_002918_Sideline_111,Helmet,47,16,347,16
58106_002918_Sideline_111,Helmet,609,10,158,12
58106_002918_Sideline_111,Helmet,647,15,425,16
58106_002918_Sideline_111,Helmet,771,13,255,14
58106_002918_Sideline_111,Helmet,774,15,447,17
58106_002918_Sideline_111,Helmet,783,8,233,12
58106_002918_Sideline_111,Helmet,789,8,212,10
58106_002918_Sideline_111,Helmet,789,11,199,11
58106_002918_Sideline_111,Helmet,794,11,235,10
58106_002918_Sideline_111,Helmet,798,12,212,12
58106_002918_Sideline_111,Helmet,801,13,244,15
58106_002918_Sideline_111,Helmet,816,15,215,12
58106_002918_Sideline_111,Helmet,830,15,179,15
58106_002918_Sideline_111,Helmet,843,16,460,16
58106_002918_Sideline_111,Helmet,854,12,182,12
58106_002918_Sideline_111,Helmet,872,12,256,11
58106_002918_Sideline_111,Helmet,887,12,242,12
58106_002918_Sideline_111,Helmet,912,10,250,17
58106_002918_Sideline_111,Helmet,920,15,380,15
58106_002918_Sideline_111,Helmet,930,13,277,12
58106_002918_Sideline_111,Helmet,946,13,207,11
58106_002918_Sideline_111,Helmet,1091,13,193,13
58106_002918_Sideline_112,Helmet,46,16,347,16
58106_002918_Sideline_112,Helmet,613,10,160,12
58106_002918_Sideline_112,Helmet,648,15,424,16
58106_002918_Sideline_112,Helmet,772,12,255,15
58106_002918_Sideline_112,Helmet,775,12,448,17
58106_002918_Sideline_112,Helmet,783,8,233,12
58106_002918_Sideline_112,Helmet,790,11,199,11
58106_002918_Sideline_112,Helmet,792,8,213,10
58106_002918_Sideline_112,Helmet,795,11,235,10
58106_002918_Sideline_112,Helmet,799,12,214,11
58106_002918_Sideline_112,Helmet,801,13,245,15
58106_002918_Sideline_112,Helmet,818,14,215,12
58106_002918_Sideline_112,Helmet,831,15,181,15
58106_002918_Sideline_112,Helmet,842,16,460,16
58106_002918_Sideline_112,Helmet,851,14,183,12
58106_002918_Sideline_112,Helmet,873,12,256,10
58106_002918_Sideline_112,Helmet,887,12,241,12
58106_002918_Sideline_112,Helmet,912,11,251,17
58106_002918_Sideline_112,Helmet,916,16,381,15
58106_002918_Sideline_112,Helmet,929,13,277,11
58106_002918_Sideline_112,Helmet,943,14,204,13
58106_002918_Sideline_112,Helmet,1094,13,193,14
58106_002918_Sideline_113,Helmet,46,16,348,16
58106_002918_Sideline_113,Helmet,615,11,160,13
58106_002918_Sideline_113,Helmet,649,15,423,16
58106_002918_Sideline_113,Helmet,774,12,255,15
58106_002918_Sideline_113,Helmet,775,13,449,16
58106_002918_Sideline_113,Helmet,784,9,232,13
58106_002918_Sideline_113,Helmet,792,11,199,11
58106_002918_Sideline_113,Helmet,793,9,213,11
58106_002918_Sideline_113,Helmet,795,11,235,10
58106_002918_Sideline_113,Helmet,800,13,246,15
58106_002918_Sideline_113,Helmet,803,11,215,10
58106_002918_Sideline_113,Helmet,819,14,214,12
58106_002918_Sideline_113,Helmet,832,15,182,15
58106_002918_Sideline_113,Helmet,842,14,461,15
58106_002918_Sideline_113,Helmet,852,12,184,12
58106_002918_Sideline_113,Helmet,874,12,255,10
58106_002918_Sideline_113,Helmet,888,12,241,12
58106_002918_Sideline_113,Helmet,913,10,251,17
58106_002918_Sideline_113,Helmet,914,16,381,14
58106_002918_Sideline_113,Helmet,929,12,277,11
58106_002918_Sideline_113,Helmet,942,14,205,13
58106_002918_Sideline_113,Helmet,1097,13,193,14
58106_002918_Sideline_114,Helmet,46,16,348,16
58106_002918_Sideline_114,Helmet,618,13,160,10
58106_002918_Sideline_114,Helmet,650,14,422,17
58106_002918_Sideline_114,Helmet,775,13,450,17
58106_002918_Sideline_114,Helmet,776,12,256,13
58106_002918_Sideline_114,Helmet,784,10,233,13
58106_002918_Sideline_114,Helmet,793,11,199,11
58106_002918_Sideline_114,Helmet,794,9,212,11
58106_002918_Sideline_114,Helmet,795,10,236,10
58106_002918_Sideline_114,Helmet,800,13,246,15
58106_002918_Sideline_114,Helmet,804,11,214,11
58106_002918_Sideline_114,Helmet,821,13,214,12
58106_002918_Sideline_114,Helmet,833,15,183,15
58106_002918_Sideline_114,Helmet,840,15,461,15
58106_002918_Sideline_114,Helmet,853,12,184,13
58106_002918_Sideline_114,Helmet,876,11,255,10
58106_002918_Sideline_114,Helmet,888,12,241,12
58106_002918_Sideline_114,Helmet,912,16,380,16
58106_002918_Sideline_114,Helmet,913,10,251,17
58106_002918_Sideline_114,Helmet,929,11,276,11
58106_002918_Sideline_114,Helmet,940,12,205,13
58106_002918_Sideline_114,Helmet,1100,14,193,14
58106_002918_Sideline_115,Helmet,45,16,348,16
58106_002918_Sideline_115,Helmet,624,10,162,9
58106_002918_Sideline_115,Helmet,650,15,421,17
58106_002918_Sideline_115,Helmet,775,12,256,13
58106_002918_Sideline_115,Helmet,775,13,453,15
58106_002918_Sideline_115,Helmet,785,9,233,13
58106_002918_Sideline_115,Helmet,795,12,198,12
58106_002918_Sideline_115,Helmet,796,9,211,11
58106_002918_Sideline_115,Helmet,796,10,236,10
58106_002918_Sideline_115,Helmet,799,13,249,15
58106_002918_Sideline_115,Helmet,807,11,214,11
58106_002918_Sideline_115,Helmet,821,14,214,12
58106_002918_Sideline_115,Helmet,836,15,183,15
58106_002918_Sideline_115,Helmet,840,14,463,14
58106_002918_Sideline_115,Helmet,853,12,184,13
58106_002918_Sideline_115,Helmet,878,11,255,10
58106_002918_Sideline_115,Helmet,889,12,241,12
58106_002918_Sideline_115,Helmet,911,15,380,15
58106_002918_Sideline_115,Helmet,913,11,252,17
58106_002918_Sideline_115,Helmet,929,11,276,11
58106_002918_Sideline_115,Helmet,938,12,206,13
58106_002918_Sideline_115,Helmet,1103,14,194,13
58106_002918_Sideline_116,Helmet,46,16,349,16
58106_002918_Sideline_116,Helmet,627,10,161,9
58106_002918_Sideline_116,Helmet,651,15,420,17
58106_002918_Sideline_116,Helmet,776,12,256,13
58106_002918_Sideline_116,Helmet,776,13,454,17
58106_002918_Sideline_116,Helmet,786,8,233,12
58106_002918_Sideline_116,Helmet,796,10,237,10
58106_002918_Sideline_116,Helmet,796,12,198,12
58106_002918_Sideline_116,Helmet,798,9,211,11
58106_002918_Sideline_116,Helmet,798,13,248,15
58106_002918_Sideline_116,Helmet,808,11,214,10
58106_002918_Sideline_116,Helmet,822,14,214,12
58106_002918_Sideline_116,Helmet,835,15,183,16
58106_002918_Sideline_116,Helmet,839,15,463,16
58106_002918_Sideline_116,Helmet,853,12,184,13
58106_002918_Sideline_116,Helmet,878,12,255,9
58106_002918_Sideline_116,Helmet,890,11,241,12
58106_002918_Sideline_116,Helmet,908,15,380,15
58106_002918_Sideline_116,Helmet,914,10,253,16
58106_002918_Sideline_116,Helmet,929,10,275,12
58106_002918_Sideline_116,Helmet,936,13,206,13
58106_002918_Sideline_116,Helmet,1107,14,194,14
58106_002918_Sideline_117,Helmet,45,16,349,16
58106_002918_Sideline_117,Helmet,632,10,164,9
58106_002918_Sideline_117,Helmet,652,15,420,17
58106_002918_Sideline_117,Helmet,776,13,456,15
58106_002918_Sideline_117,Helmet,777,12,257,13
58106_002918_Sideline_117,Helmet,786,9,236,8
58106_002918_Sideline_117,Helmet,796,10,237,10
58106_002918_Sideline_117,Helmet,798,12,198,12
58106_002918_Sideline_117,Helmet,798,13,249,15
58106_002918_Sideline_117,Helmet,799,10,210,10
58106_002918_Sideline_117,Helmet,811,11,214,10
58106_002918_Sideline_117,Helmet,824,14,214,12
58106_002918_Sideline_117,Helmet,837,15,185,15
58106_002918_Sideline_117,Helmet,839,13,464,15
58106_002918_Sideline_117,Helmet,854,12,184,15
58106_002918_Sideline_117,Helmet,879,12,256,9
58106_002918_Sideline_117,Helmet,890,11,241,12
58106_002918_Sideline_117,Helmet,906,15,381,14
58106_002918_Sideline_117,Helmet,914,11,253,17
58106_002918_Sideline_117,Helmet,929,11,275,11
58106_002918_Sideline_117,Helmet,934,13,206,14
58106_002918_Sideline_117,Helmet,1110,14,195,13
58106_002918_Sideline_118,Helmet,45,17,350,16
58106_002918_Sideline_118,Helmet,635,12,162,13
58106_002918_Sideline_118,Helmet,653,15,419,17
58106_002918_Sideline_118,Helmet,776,13,457,15
58106_002918_Sideline_118,Helmet,777,12,258,13
58106_002918_Sideline_118,Helmet,787,8,236,8
58106_002918_Sideline_118,Helmet,796,10,237,10
58106_002918_Sideline_118,Helmet,799,13,199,11
58106_002918_Sideline_118,Helmet,799,13,249,15
58106_002918_Sideline_118,Helmet,800,11,211,10
58106_002918_Sideline_118,Helmet,812,11,215,10
58106_002918_Sideline_118,Helmet,825,14,214,12
58106_002918_Sideline_118,Helmet,838,14,184,17
58106_002918_Sideline_118,Helmet,839,13,466,14
58106_002918_Sideline_118,Helmet,854,12,185,16
58106_002918_Sideline_118,Helmet,881,12,257,9
58106_002918_Sideline_118,Helmet,891,11,243,12
58106_002918_Sideline_118,Helmet,904,15,380,15
58106_002918_Sideline_118,Helmet,915,10,254,16
58106_002918_Sideline_118,Helmet,930,10,276,10
58106_002918_Sideline_118,Helmet,931,13,207,14
58106_002918_Sideline_118,Helmet,1113,15,194,14
58106_002918_Sideline_119,Helmet,45,16,350,16
58106_002918_Sideline_119,Helmet,638,11,163,12
58106_002918_Sideline_119,Helmet,654,15,419,16
58106_002918_Sideline_119,Helmet,777,14,458,15
58106_002918_Sideline_119,Helmet,778,12,257,15
58106_002918_Sideline_119,Helmet,788,6,238,5
58106_002918_Sideline_119,Helmet,798,8,237,10
58106_002918_Sideline_119,Helmet,799,13,251,15
58106_002918_Sideline_119,Helmet,800,13,199,11
58106_002918_Sideline_119,Helmet,801,12,210,10
58106_002918_Sideline_119,Helmet,815,11,214,10
